Amz11inf	Amz13chld	Amz14chld	Amz18chld	Amz1baby	Amz1teenF	Amz22chld	Amz29adlt	Amz33eld	Amz3chldM1	Amz3chldM2	Amz4adltF	Amz4chldM1	Amz4chldM2	Amz5chldF1	Amz5chldF2	Amz5chldM	Amz5teenF	Amz6eldM	Amz7adltF	Amz7eldM	AmzC10adltF1	AmzC10adltF2	AmzC12adltF	AmzC16chldM	AmzC1babyF2	AmzC2chldM1	AmzC4chldF	F3T1pre4	F4T2pre4	h130A.4	h144B.1	h146A.4	h146M	h147B.4	h147M	h165A.1	h165M.1	h181A.1	h186B.1	h186M	h18B.4	h208A.1	h208M.1	h209A.2	h235B.1	h235M	h257B.1	h257M.2	h264B.2	h264M	h273A.2	h60A.2	h9A.5	TS109	TS111	TS127	TS129	TS13	TS195	USBld1	USBldAdlt6	USBldChld10	USBldChld8	USchp18Child	USchp3Mom	USchp41Infant	USinfTw10.2	USinfTw11.2	USinfTw15.1	USinfTw16.2	USinfTw18.1	USinfTw19.1	USinfTw2.1	USinfTw21.1	USinfTw3.1	USinfTw5.1	USinfTw7.1	USinfTw9.1	USygt10.T1	USygt21.B1	USygt29.T1	USygt39.T2	USygt42.T1	USygt54.AS
h235M	0.788039205	0.809540715	0.765048574	0.571698995	0.944279001	0.525333749	0.571478915	0.569890832	0.6173493	0.551081553	0.544834432	0.627473958	0.579886456	0.556691531	0.536570564	0.560203224	0.521803473	0.522198509	0.48173713	0.550979025	0.558179211	0.561977604	0.547546446	0.521446714	0.574469025	0.922638715	0.600337968	0.73867092	0.776173707	0.883059111	0.541738003	0.887681441	0.505916132	0.360339959	0.465124318	0.482258218	0.877727469	0.526391025	0.955302508	0.572609562	0.367153965	0.730497019	0.943639053	0.429281372	0.90695463	0.934341657	0	0.957240367	0.636760198	0.818123255	0.4460571	0.731521675	0.598310525	0.767365399	0.798102525	0.741841123	0.714802247	0.766545529	0.734798992	0.844397867	0.842061231	0.824667797	0.92871648	0.820229335	0.798681767	0.733241383	0.888037489	0.938279721	0.903915757	0.949530241	0.892359392	0.932819163	0.927484799	0.962912053	0.962155983	0.950682525	0.939539188	0.926799083	0.946816963	0.74437231	0.852620575	0.767681806	0.73182782	0.795283985	0.863158045
h257B.1	0.850557963	0.791311847	0.879398275	0.93174857	0.75254025	0.919440832	0.941200541	0.947339908	0.963353191	0.94837228	0.944587776	0.928477581	0.929883712	0.924935705	0.956719465	0.932769339	0.952024703	0.939910696	0.957975979	0.963165655	0.941030112	0.948472391	0.958244578	0.972574169	0.918170373	0.782706117	0.950845034	0.932473322	0.97777276	0.974367019	0.934190505	0.861433804	0.919766008	0.961658595	0.94991973	0.915427554	0.78637826	0.954402734	0.585717061	0.92810464	0.956036824	0.786763497	0.786909971	0.96500837	0.570251431	0.634673652	0.957240367	0	0.936487026	0.852253902	0.955007129	0.846758818	0.940945004	0.794392657	0.969830625	0.963432271	0.969503348	0.958670696	0.96769152	0.977148495	0.84947155	0.969747514	0.890065113	0.948131033	0.920629185	0.95975489	0.876649188	0.880257036	0.824975459	0.837392091	0.886223667	0.833386461	0.707030506	0.742430242	0.705135898	0.680839122	0.726758534	0.837297338	0.829760253	0.955259012	0.915629636	0.942821365	0.967899026	0.961279316	0.928581031
h257M.2	0.791802369	0.760060568	0.7529178	0.647628802	0.917834891	0.672060049	0.59975968	0.669832655	0.738499724	0.685564496	0.630667994	0.766971258	0.582263517	0.609720151	0.616223127	0.683922015	0.604677592	0.649855747	0.693738137	0.731695166	0.686922542	0.537283781	0.653862789	0.643825097	0.636481902	0.888677115	0.661954568	0.692739558	0.782324675	0.811114973	0.573257171	0.875527953	0.650312659	0.631094603	0.584157909	0.666158199	0.826799332	0.555393112	0.927975379	0.640042963	0.638847908	0.719654972	0.912520106	0.611130055	0.884925039	0.900555126	0.636760198	0.936487026	0	0.7663557	0.648781915	0.725486609	0.519516015	0.765917188	0.739892949	0.711162164	0.705149926	0.703284774	0.719550528	0.790352267	0.776567899	0.757079405	0.863477804	0.750179581	0.726874653	0.759500969	0.838331725	0.901063913	0.856117535	0.914108002	0.826681728	0.878236238	0.907136641	0.937708661	0.934742556	0.908663462	0.919980971	0.868240625	0.922807892	0.735239472	0.79150252	0.693845095	0.745468005	0.757577298	0.784638281
h264B.2	0.602344755	0.634491732	0.549696251	0.747015606	0.820450776	0.756137912	0.765232821	0.820017574	0.824042482	0.832103165	0.801451062	0.764573775	0.734865845	0.767661828	0.803316938	0.770475289	0.763603301	0.784186469	0.784353617	0.834283503	0.78388357	0.756894636	0.782572055	0.809270636	0.786427599	0.646549863	0.782231502	0.660819731	0.837306875	0.849266088	0.810507592	0.893763783	0.796253499	0.825172705	0.777259503	0.743818763	0.609639651	0.791868523	0.852594489	0.742150208	0.817620516	0.676742583	0.910933424	0.80976208	0.798132881	0.762920074	0.818123255	0.852253902	0.7663557	0	0.811605585	0.544797331	0.770719297	0.684560044	0.799285837	0.812938756	0.824520851	0.787672798	0.809139041	0.826912558	0.7233649	0.809915052	0.858103288	0.815263143	0.692136805	0.80882019	0.711046555	0.891219534	0.818652625	0.866529596	0.730668277	0.755386775	0.828391871	0.921204615	0.81064793	0.813568351	0.783637103	0.887266387	0.808359921	0.8023387	0.77610806	0.783525766	0.844908963	0.814391482	0.80377149
h264M	0.805365672	0.794831483	0.782426811	0.594778397	0.936733142	0.530036316	0.550165353	0.570269155	0.602018667	0.5854104	0.523485933	0.593531419	0.618317879	0.572064215	0.607495333	0.515855054	0.518065145	0.488357671	0.502883487	0.521683906	0.570761761	0.608827872	0.529050603	0.554648657	0.599197966	0.922091863	0.604911967	0.742144574	0.737246225	0.86970348	0.587631426	0.883348817	0.522115583	0.444311535	0.491234898	0.549831304	0.869807432	0.553434599	0.954809734	0.623127626	0.455068327	0.753221483	0.929157106	0.452861647	0.904976891	0.93670278	0.4460571	0.955007129	0.648781915	0.811605585	0	0.786578456	0.642686801	0.784447035	0.790272475	0.7332906	0.693210863	0.759419028	0.728712111	0.824127306	0.830546712	0.797744568	0.930047132	0.825757291	0.794941473	0.707090764	0.885280408	0.924415346	0.910868434	0.947510658	0.895935613	0.928551063	0.920685577	0.951423682	0.954610551	0.940553901	0.945569682	0.914615212	0.948841921	0.750108346	0.857113228	0.767555129	0.723338063	0.772567823	0.856427565
h273A.2	0.640318956	0.700122038	0.603836805	0.684021047	0.819565391	0.670666741	0.76523299	0.765494444	0.836434485	0.756522901	0.740970781	0.788906428	0.678620908	0.713185508	0.671485484	0.744835913	0.735623158	0.701542339	0.716391811	0.831387601	0.734219416	0.678842049	0.728474079	0.730958523	0.660616787	0.74983704	0.774579352	0.715790798	0.887096637	0.916299684	0.73880807	0.882928958	0.701033321	0.735826066	0.769348451	0.618365603	0.731839276	0.751105592	0.810868195	0.625291718	0.718919105	0.583735093	0.915271215	0.732673863	0.803865445	0.738726289	0.731521675	0.846758818	0.725486609	0.544797331	0.786578456	0	0.641987872	0.579447488	0.865440034	0.867573539	0.865584326	0.852757923	0.859113699	0.900126358	0.755071894	0.872384506	0.880081237	0.859159065	0.770536834	0.853551773	0.787149554	0.89401488	0.838243474	0.879768446	0.806148857	0.823816042	0.830896311	0.909984758	0.821767522	0.842116006	0.808847224	0.920831431	0.824645184	0.845780754	0.837869845	0.83959609	0.872741649	0.878950858	0.863493447
h60A.2	0.803749611	0.777443057	0.727155644	0.51593504	0.923469915	0.599201935	0.598173952	0.619331574	0.746902506	0.617485705	0.557366989	0.744889051	0.581438064	0.550402917	0.512353874	0.59054301	0.573526108	0.563074627	0.623023483	0.742236483	0.632434293	0.49788336	0.643135271	0.591766081	0.575656058	0.91376333	0.633494849	0.679222411	0.796156565	0.847939031	0.508879339	0.874355407	0.560830778	0.566433816	0.591745553	0.592030776	0.846990782	0.540828892	0.944686347	0.530037401	0.566989395	0.672231294	0.937226249	0.543567278	0.895100906	0.909164276	0.598310525	0.940945004	0.519516015	0.770719297	0.642686801	0.641987872	0	0.715420111	0.753937366	0.737748647	0.732164974	0.721570095	0.714071155	0.795927792	0.801025483	0.795229358	0.900197655	0.794949173	0.749215538	0.772548626	0.853271441	0.918193157	0.849538473	0.928598387	0.845787108	0.918311645	0.907586786	0.93963363	0.935453834	0.92386916	0.926933703	0.908421226	0.936936699	0.744455063	0.800588828	0.710229403	0.743249751	0.798063734	0.83037773
h9A.5	0.737060221	0.697798421	0.718094811	0.747985647	0.770530294	0.687044879	0.784462409	0.7380502	0.856077887	0.738006699	0.780084218	0.774459401	0.758112962	0.74305433	0.765819529	0.766476989	0.765840849	0.761135805	0.755152677	0.844055742	0.750900829	0.757652149	0.783046963	0.791539255	0.661385466	0.774714791	0.769530704	0.771002761	0.920568653	0.932800319	0.754538056	0.696399668	0.708980164	0.760147248	0.782365408	0.665621878	0.72858034	0.782236561	0.688660337	0.673802029	0.755661917	0.562630993	0.713029438	0.774009863	0.62163301	0.755690621	0.767365399	0.794392657	0.765917188	0.684560044	0.784447035	0.579447488	0.715420111	0	0.905950668	0.897013596	0.898762331	0.888920985	0.893746862	0.924190127	0.741200167	0.912486622	0.887309731	0.87833261	0.826737988	0.888737999	0.831523146	0.862948697	0.876399113	0.874474357	0.849449126	0.836334116	0.787832336	0.891280665	0.806351598	0.825499864	0.784432136	0.847578818	0.814177198	0.883358966	0.85585448	0.866177012	0.906831218	0.902945901	0.863487544
TS109	0.82265526	0.785800516	0.78931611	0.721985325	0.947424985	0.755873309	0.695269948	0.752426775	0.788651885	0.764744344	0.732808228	0.790195789	0.729959054	0.738939799	0.77536756	0.733822862	0.737421927	0.762362912	0.77914858	0.814476627	0.7794771	0.691672159	0.7354428	0.742399912	0.801480252	0.884185616	0.671971693	0.678809227	0.576510457	0.722354067	0.760815018	0.93368308	0.763847501	0.805252191	0.723257354	0.799763024	0.832942213	0.7413503	0.969076849	0.792287156	0.791042125	0.854576295	0.951062961	0.766633972	0.929102803	0.9419622	0.798102525	0.969830625	0.739892949	0.799285837	0.790272475	0.865440034	0.753937366	0.905950668	0	0.517836893	0.58681106	0.506280289	0.583458647	0.554738889	0.811901364	0.645373575	0.866773025	0.688811315	0.608061302	0.585782544	0.768498953	0.90541439	0.868629438	0.873402753	0.748506792	0.802628635	0.914389139	0.951986451	0.945122617	0.911369242	0.947182974	0.878918299	0.897553103	0.546368798	0.691372528	0.614719374	0.578742573	0.628734846	0.697203419
TS111	0.842308409	0.788352986	0.765840263	0.705622843	0.951510621	0.734061995	0.684588047	0.722271351	0.70326703	0.74885188	0.700436179	0.737944561	0.682719233	0.701684311	0.773193878	0.700485398	0.715457395	0.697227338	0.716429024	0.739289511	0.741684523	0.672179104	0.686408762	0.718242045	0.772543998	0.913711846	0.656318374	0.674373161	0.561725262	0.736536294	0.719193559	0.932010318	0.75976363	0.780357779	0.643479808	0.788579094	0.855962238	0.712712881	0.963793868	0.778516231	0.763350883	0.825645647	0.944137942	0.738004591	0.927814469	0.939280527	0.741841123	0.963432271	0.711162164	0.812938756	0.7332906	0.867573539	0.737748647	0.897013596	0.517836893	0	0.499459213	0.491758676	0.509268002	0.620624902	0.82795551	0.614016915	0.876427862	0.710571771	0.633314794	0.554101896	0.820797027	0.912308706	0.860728858	0.911637832	0.757508812	0.821722219	0.910886472	0.947863743	0.95347012	0.923793514	0.94746823	0.887151069	0.912779263	0.586222785	0.748268281	0.58275936	0.580175044	0.604078974	0.733267355
TS127	0.830757983	0.773685643	0.791231428	0.732754242	0.946761777	0.725578992	0.663253124	0.709492329	0.658504947	0.722455697	0.694626446	0.717315076	0.673986068	0.682671636	0.74589787	0.69608102	0.672346532	0.696478177	0.684106991	0.694426391	0.701863354	0.639039169	0.617222627	0.712898164	0.763254589	0.912052661	0.606404419	0.716856228	0.547838381	0.738233284	0.712384844	0.923368224	0.731988095	0.724288576	0.613425875	0.747932482	0.862878938	0.663255671	0.969135551	0.758042694	0.700682633	0.840878411	0.954296494	0.696283229	0.932235274	0.94266771	0.714802247	0.969503348	0.705149926	0.824520851	0.693210863	0.865584326	0.732164974	0.898762331	0.58681106	0.499459213	0	0.599990637	0.544854569	0.63480802	0.842671821	0.672551914	0.883326643	0.722468698	0.674987385	0.496724955	0.822697998	0.915068207	0.873607853	0.907419607	0.796104938	0.849775239	0.912922157	0.953946746	0.950265275	0.923835889	0.949106232	0.89315976	0.924513193	0.559697003	0.773455932	0.633460737	0.510592789	0.613767684	0.738770752
TS129	0.842525628	0.778694068	0.759030514	0.69401831	0.934273763	0.740080369	0.662672721	0.735344967	0.749431395	0.767346438	0.689692263	0.767943856	0.695313206	0.71053132	0.774199749	0.706456011	0.706497957	0.718802357	0.74220399	0.783762862	0.738485547	0.654604188	0.704181666	0.726796974	0.765409034	0.887260013	0.658915295	0.627668931	0.579563476	0.740275959	0.735621245	0.924661956	0.760042636	0.779169349	0.691482009	0.782496976	0.835856925	0.709779227	0.960211152	0.767954616	0.772939559	0.816824413	0.939764949	0.753469701	0.923409017	0.936075301	0.766545529	0.958670696	0.703284774	0.787672798	0.759419028	0.852757923	0.721570095	0.888920985	0.506280289	0.491758676	0.599990637	0	0.561818541	0.578093253	0.794329356	0.569447739	0.85477888	0.698963618	0.600990837	0.613061056	0.777332789	0.886887529	0.837777577	0.865595295	0.706487248	0.787069147	0.901210445	0.934276528	0.929276649	0.903243337	0.93274279	0.870158329	0.880906876	0.541973452	0.69268442	0.522343302	0.612135864	0.551272227	0.707490262
TS13	0.817751188	0.770285768	0.76057001	0.694022408	0.94621762	0.737758131	0.6745584	0.710413029	0.739728058	0.72806339	0.695588898	0.736509448	0.650088726	0.688577659	0.737329629	0.664799303	0.665073025	0.694165796	0.688594004	0.741037564	0.712376495	0.657705518	0.665927031	0.715018756	0.762546703	0.914445107	0.636895587	0.651473797	0.594855755	0.736141018	0.706272373	0.937448825	0.737018351	0.724451504	0.648180891	0.761441505	0.855463781	0.693442522	0.966968693	0.757660711	0.74151717	0.834102439	0.958166973	0.721659744	0.931342307	0.944988162	0.734798992	0.96769152	0.719550528	0.809139041	0.728712111	0.859113699	0.714071155	0.893746862	0.583458647	0.509268002	0.544854569	0.561818541	0	0.625537786	0.820336833	0.638852182	0.890386278	0.716516221	0.62388488	0.528523889	0.811760094	0.928775326	0.869751989	0.90838974	0.79185912	0.84633363	0.913011835	0.953726794	0.948241794	0.928305658	0.953504801	0.902317568	0.919646354	0.552154433	0.765050824	0.553086262	0.555056845	0.600254367	0.766878465
TS195	0.827494775	0.816335733	0.806943565	0.767971013	0.956149489	0.820460014	0.76430641	0.797058555	0.825640224	0.824088163	0.78461985	0.836113851	0.773245611	0.807813629	0.822264606	0.786646347	0.77544158	0.819190813	0.845205403	0.846837861	0.836139708	0.751537758	0.792376491	0.801540444	0.847189051	0.90849356	0.720076679	0.710932104	0.643121139	0.701210735	0.775471	0.933627538	0.81650481	0.840786325	0.765309806	0.848051121	0.888676066	0.771082065	0.975519644	0.826499031	0.839248814	0.885464986	0.951004443	0.815473053	0.94094039	0.960878178	0.844397867	0.977148495	0.790352267	0.826912558	0.824127306	0.900126358	0.795927792	0.924190127	0.554738889	0.620624902	0.63480802	0.578093253	0.625537786	0	0.812307911	0.647812907	0.876152439	0.657346256	0.628789168	0.66292773	0.811711242	0.870774353	0.869628169	0.883573189	0.767366908	0.764176992	0.928280602	0.958243853	0.960038847	0.913130684	0.940434972	0.866775079	0.891731442	0.639034684	0.723966639	0.616027981	0.682349894	0.628789452	0.746634589
USBld1	0.765285936	0.723011516	0.72404579	0.792740167	0.858342143	0.803363254	0.795682593	0.829548672	0.849636364	0.838722542	0.813390539	0.841835276	0.77900037	0.778573722	0.822872463	0.813492931	0.808699118	0.799942189	0.820686164	0.850888783	0.834014406	0.786155303	0.822116324	0.827728107	0.794579629	0.807558938	0.806116025	0.68366141	0.845343523	0.809672811	0.793681244	0.843406827	0.78486851	0.837822385	0.797977178	0.81230052	0.726736909	0.792610301	0.860116669	0.799388543	0.829562223	0.736518415	0.876338311	0.82364382	0.796029434	0.789471133	0.842061231	0.84947155	0.776567899	0.7233649	0.830546712	0.755071894	0.801025483	0.741200167	0.811901364	0.82795551	0.842671821	0.794329356	0.820336833	0.812307911	0	0.836230641	0.798060319	0.680729064	0.736971419	0.832770942	0.680411255	0.824326617	0.776410267	0.782036061	0.661424791	0.694691728	0.783016786	0.865571425	0.839958489	0.780558452	0.763460925	0.804190106	0.791502351	0.814657602	0.674093357	0.793542146	0.852019828	0.803162882	0.700320579
USBldAdlt6	0.859856303	0.795443951	0.795439296	0.759476029	0.949592934	0.787535699	0.742847118	0.760497202	0.79720804	0.802389378	0.74872888	0.811058418	0.752805072	0.768191595	0.809365854	0.781657743	0.767887655	0.776929089	0.787597275	0.837424846	0.810445497	0.740246735	0.781041438	0.808458401	0.799778567	0.907168026	0.742720753	0.694248863	0.664930182	0.761620815	0.791205442	0.927461728	0.812044153	0.832921933	0.741191888	0.847882415	0.856033345	0.774271315	0.969236556	0.822233779	0.837621659	0.866139011	0.933157197	0.816365529	0.932531897	0.94858871	0.824667797	0.969747514	0.757079405	0.809915052	0.797744568	0.872384506	0.795229358	0.912486622	0.645373575	0.614016915	0.672551914	0.569447739	0.638852182	0.647812907	0.836230641	0	0.861092541	0.720860482	0.69248419	0.711107237	0.818845209	0.894685136	0.88911777	0.923202198	0.810217141	0.836070378	0.920197007	0.95330908	0.956601803	0.922526479	0.956069143	0.899318964	0.926039411	0.677907561	0.759553258	0.5925015	0.672793575	0.553860229	0.749832396
USBldChld10	0.882863061	0.865106013	0.889427204	0.90215665	0.881554772	0.896589561	0.912994676	0.931939491	0.926332714	0.934843512	0.919056572	0.918838486	0.886544792	0.892981686	0.926517117	0.910824886	0.911276784	0.916778336	0.932021359	0.903909853	0.92550806	0.890172367	0.91533935	0.934044234	0.912107401	0.844841172	0.896550159	0.855801731	0.897317397	0.831963205	0.906692741	0.890113448	0.900859939	0.930367892	0.906973652	0.903981807	0.794098229	0.900487419	0.89834376	0.903013503	0.926156463	0.88955714	0.867443092	0.922678404	0.867623839	0.866130754	0.92871648	0.890065113	0.863477804	0.858103288	0.930047132	0.880081237	0.900197655	0.887309731	0.866773025	0.876427862	0.883326643	0.85477888	0.890386278	0.876152439	0.798060319	0.861092541	0	0.837161802	0.852769679	0.881418183	0.813368889	0.785934966	0.745827166	0.75987172	0.824985691	0.789707804	0.854564935	0.871666643	0.872009518	0.74111468	0.801691371	0.833799718	0.756436864	0.87851084	0.784778221	0.834002359	0.889284801	0.851143915	0.799801456
USBldChld8	0.858933921	0.811285034	0.824651782	0.817954754	0.940785531	0.836622749	0.80622536	0.84380948	0.833778234	0.858595398	0.815661497	0.86293858	0.805543149	0.80745194	0.845987986	0.844910467	0.814487564	0.82937365	0.830757889	0.858664473	0.840122745	0.764393779	0.817416278	0.829632189	0.843276175	0.894445948	0.78630368	0.742718788	0.730945006	0.745029602	0.802579445	0.888399636	0.810920978	0.84376231	0.755444101	0.847120678	0.815348342	0.779940667	0.948548678	0.850188477	0.813973552	0.846717668	0.91760066	0.81060035	0.914458192	0.918000647	0.820229335	0.948131033	0.750179581	0.815263143	0.825757291	0.859159065	0.794949173	0.87833261	0.688811315	0.710571771	0.722468698	0.698963618	0.716516221	0.657346256	0.680729064	0.720860482	0.837161802	0	0.664041818	0.748108064	0.728991368	0.862140655	0.81589299	0.865154147	0.690010243	0.737927042	0.907200594	0.936877547	0.929948226	0.880823445	0.896393724	0.826499815	0.872489764	0.72037977	0.582003135	0.67637897	0.72115409	0.690438928	0.659080128
USchp18Child	0.730749506	0.723997525	0.71262569	0.720094145	0.903072406	0.741648978	0.725387036	0.773338471	0.810807265	0.789981928	0.742945364	0.788847446	0.70423153	0.713580108	0.781344966	0.745302432	0.749292447	0.743432828	0.772047116	0.823490271	0.765239685	0.699423842	0.748029149	0.765085738	0.774637853	0.822131139	0.713065683	0.635194526	0.61405598	0.717530894	0.763026565	0.926572441	0.791177899	0.80486728	0.730627306	0.765505092	0.770446653	0.757933728	0.925268514	0.758926946	0.788653764	0.767895937	0.942479546	0.792358123	0.884162456	0.885092389	0.798681767	0.920629185	0.726874653	0.692136805	0.794941473	0.770536834	0.749215538	0.826737988	0.608061302	0.633314794	0.674987385	0.600990837	0.62388488	0.628789168	0.736971419	0.69248419	0.852769679	0.664041818	0	0.621673734	0.713113273	0.900255754	0.83525678	0.853543531	0.669290004	0.714115388	0.876736985	0.937772207	0.903926768	0.877140931	0.879790436	0.871129452	0.845540051	0.579302055	0.655356705	0.601409233	0.661582796	0.662453326	0.732051128
USchp3Mom	0.813969439	0.788396824	0.782289179	0.757409236	0.942752087	0.750806253	0.720247126	0.741195343	0.715096244	0.741647129	0.737318244	0.724696596	0.710696123	0.705072335	0.770400371	0.707943384	0.696439212	0.710909264	0.706615358	0.728421022	0.70785854	0.711867211	0.657813519	0.742134932	0.787819068	0.896851994	0.645532197	0.740929265	0.543276865	0.72432156	0.74985161	0.936103437	0.738677307	0.737628661	0.660206972	0.72744571	0.859474618	0.723870754	0.961989972	0.761634583	0.733634328	0.848968488	0.95948236	0.73848676	0.925905149	0.933646928	0.733241383	0.95975489	0.759500969	0.80882019	0.707090764	0.853551773	0.772548626	0.888737999	0.585782544	0.554101896	0.496724955	0.613061056	0.528523889	0.66292773	0.832770942	0.711107237	0.881418183	0.748108064	0.621673734	0	0.82377035	0.922842287	0.877722372	0.89754407	0.790849168	0.799031774	0.899199234	0.950202731	0.94489319	0.914857835	0.93041788	0.90879966	0.890892793	0.512	0.755584811	0.652982	0.517319572	0.597208035	0.781834058
USchp41Infant	0.802733329	0.769015294	0.766390073	0.83813283	0.862944873	0.844456922	0.854684813	0.879770833	0.883656072	0.88491886	0.865332942	0.859557144	0.813633361	0.840447018	0.879279232	0.85825655	0.856695775	0.8573673	0.866400573	0.89139604	0.880205677	0.83066264	0.859522769	0.879719838	0.864008279	0.737022394	0.850517835	0.749536067	0.826467936	0.830906763	0.869279361	0.909875384	0.870857513	0.891577407	0.85409799	0.859077393	0.685434501	0.862317595	0.885748742	0.86547967	0.884866842	0.810613011	0.919872899	0.880776761	0.846377571	0.836777209	0.888037489	0.876649188	0.838331725	0.711046555	0.885280408	0.787149554	0.853271441	0.831523146	0.768498953	0.820797027	0.822697998	0.777332789	0.811760094	0.811711242	0.680411255	0.818845209	0.813368889	0.728991368	0.713113273	0.82377035	0	0.846585224	0.775748237	0.771208481	0.642668411	0.743823245	0.846859968	0.914598004	0.822116186	0.77942181	0.800327267	0.835359089	0.783894201	0.792951874	0.6663311	0.777486332	0.805850731	0.791593033	0.712825902
USinfTw10.2	0.906457671	0.855417836	0.907612646	0.921046478	0.842257931	0.891980569	0.924579217	0.914347837	0.905156322	0.922500192	0.910697098	0.895004523	0.906269888	0.905947693	0.940513769	0.91760228	0.920996317	0.92328725	0.934125688	0.935692089	0.914311425	0.908739727	0.923017895	0.941288614	0.909504693	0.84889452	0.907618509	0.891036287	0.929997457	0.878189681	0.924085181	0.864187585	0.921790562	0.932365118	0.921117766	0.904498149	0.838013694	0.928708664	0.8758978	0.907040566	0.932726131	0.894443716	0.847533698	0.925763808	0.856291118	0.883315508	0.938279721	0.880257036	0.901063913	0.891219534	0.924415346	0.89401488	0.918193157	0.862948697	0.90541439	0.912308706	0.915068207	0.886887529	0.928775326	0.870774353	0.824326617	0.894685136	0.785934966	0.862140655	0.900255754	0.922842287	0.846585224	0	0.745085165	0.749695485	0.876498182	0.779626103	0.777345965	0.869734492	0.842327991	0.711981801	0.71373685	0.787143926	0.695636168	0.912137126	0.833024119	0.880268347	0.934841621	0.879298155	0.808174524
USinfTw11.2	0.861823754	0.841103923	0.86652452	0.875302086	0.828926244	0.889314007	0.886551013	0.910365051	0.90317592	0.919659638	0.89537355	0.904206397	0.878594223	0.876392749	0.911078886	0.897864979	0.907552927	0.904437958	0.931763752	0.923627613	0.897951644	0.866797089	0.908014651	0.911392303	0.89111178	0.830123831	0.909255898	0.863662303	0.90523338	0.8668794	0.874369399	0.882142048	0.878611008	0.906307792	0.884367249	0.864613402	0.766909116	0.867845174	0.830048453	0.881519154	0.900346104	0.851432801	0.926742541	0.890658909	0.807797816	0.811667748	0.903915757	0.824975459	0.856117535	0.818652625	0.910868434	0.838243474	0.849538473	0.876399113	0.868629438	0.860728858	0.873607853	0.837777577	0.869751989	0.869628169	0.776410267	0.88911777	0.745827166	0.81589299	0.83525678	0.877722372	0.775748237	0.745085165	0	0.690329205	0.782133502	0.747545717	0.748778191	0.878955031	0.781009397	0.70157708	0.618730861	0.821785075	0.695331381	0.868214668	0.770456676	0.82349804	0.883916786	0.875056475	0.826238482
USinfTw15.1	0.862143708	0.84058836	0.870076276	0.938490336	0.850966976	0.92557356	0.933238374	0.946188587	0.923085715	0.945456867	0.94192084	0.913712144	0.915039416	0.924476769	0.957308835	0.934657356	0.927947254	0.945155976	0.949495627	0.942884507	0.934476524	0.924948998	0.935243991	0.960204873	0.937875733	0.842361311	0.917157112	0.8923308	0.92643241	0.882498082	0.946161731	0.888348496	0.931636264	0.947637985	0.935534068	0.904829652	0.782410799	0.936844134	0.841155628	0.927796051	0.944229308	0.882745269	0.908727704	0.947394522	0.829217474	0.85656346	0.949530241	0.837392091	0.914108002	0.866529596	0.947510658	0.879768446	0.928598387	0.874474357	0.873402753	0.911637832	0.907419607	0.865595295	0.90838974	0.883573189	0.782036061	0.923202198	0.75987172	0.865154147	0.853543531	0.89754407	0.771208481	0.749695485	0.690329205	0	0.818104184	0.715723529	0.784772097	0.913719943	0.821542191	0.734226771	0.6390121	0.794520206	0.677970905	0.888407442	0.762435862	0.880636971	0.903085073	0.891990228	0.767529966
USinfTw16.2	0.808490595	0.781441329	0.749033864	0.848756482	0.872135198	0.851071142	0.847908347	0.889363951	0.888456263	0.901226432	0.858462807	0.877026083	0.841629035	0.855015119	0.89420336	0.879395383	0.871646586	0.868108637	0.877716993	0.902063314	0.888037937	0.819707229	0.856305008	0.894885786	0.880610158	0.809171635	0.829760759	0.728688998	0.781958459	0.743583148	0.880533811	0.892575607	0.892234343	0.901477871	0.843232397	0.874231202	0.753201356	0.865110537	0.896191427	0.87795512	0.894888295	0.821598365	0.930448334	0.887918374	0.861213959	0.860911329	0.892359392	0.886223667	0.826681728	0.730668277	0.895935613	0.806148857	0.845787108	0.849449126	0.748506792	0.757508812	0.796104938	0.706487248	0.79185912	0.767366908	0.661424791	0.810217141	0.824985691	0.690010243	0.669290004	0.790849168	0.642668411	0.876498182	0.782133502	0.818104184	0	0.665373572	0.854763174	0.919990789	0.841028095	0.825632837	0.808507695	0.840078883	0.817066697	0.751428894	0.681617655	0.724097847	0.826784745	0.746427152	0.721224616
USinfTw18.1	0.783080448	0.797166301	0.81362051	0.91496399	0.839531661	0.908944284	0.907325068	0.930557647	0.904873087	0.940868138	0.920766542	0.898857772	0.89207351	0.896980886	0.941662812	0.923338918	0.910554205	0.914685391	0.93508553	0.929997705	0.924842375	0.893875413	0.903420028	0.942836342	0.91501931	0.719470054	0.883204241	0.815433154	0.826315789	0.732800373	0.907561292	0.922498773	0.920166196	0.942228766	0.889482223	0.886180503	0.776341948	0.915814748	0.847102442	0.90018601	0.935411844	0.825228978	0.898501038	0.935627182	0.820721412	0.839771967	0.932819163	0.833386461	0.878236238	0.755386775	0.928551063	0.823816042	0.918311645	0.836334116	0.802628635	0.821722219	0.849775239	0.787069147	0.84633363	0.764176992	0.694691728	0.836070378	0.789707804	0.737927042	0.714115388	0.799031774	0.743823245	0.779626103	0.747545717	0.715723529	0.665373572	0	0.811438505	0.902958177	0.808087856	0.735675239	0.682444074	0.748573925	0.662264125	0.786170443	0.675041092	0.804262923	0.887370998	0.795375831	0.680917385
